date,Value,Low,High,Variation (%),Volume
29/05/2017,272.3,272.3,273.0,-0.26,313005
30/05/2017,271.7,271.5,271.7,-0.22,7925
31/05/2017,272.0,272.0,273.0,0.11,7963
01/06/2017,272.0,272.0,273.0,0.0,5458
02/06/2017,271.0,270.6,272.0,-0.37,37358
05/06/2017,272.15,270.5,272.15,0.42,112022
06/06/2017,280.0,272.3,280.0,2.88,64505
07/06/2017,292.1,285.0,295.0,4.32,471560
08/06/2017,291.0,286.15,295.0,-0.38,37461
09/06/2017,291.0,282.0,292.7,0.0,86765
12/06/2017,287.0,283.0,290.0,-1.37,6333
13/06/2017,288.4,277.05,288.4,0.49,3590
14/06/2017,286.0,286.0,287.0,-0.83,14541
15/06/2017,284.5,283.15,287.9,-0.52,9354
16/06/2017,287.0,280.0,287.9,0.88,2262
19/06/2017,290.0,280.55,290.0,1.05,76436
20/06/2017,292.0,270.0,319.0,0.69,53237
21/06/2017,291.5,290.0,294.0,-0.17,102957
22/06/2017,295.0,291.5,295.0,1.2,17203
23/06/2017,297.5,295.0,300.0,0.85,112995
28/06/2017,299.8,297.55,302.0,0.77,49056
29/06/2017,295.05,295.05,298.0,-1.58,18605
30/06/2017,290.05,290.05,298.0,-1.69,18844
03/07/2017,292.0,290.4,297.0,0.67,2039
04/07/2017,296.95,294.0,297.0,1.7,1250
05/07/2017,301.0,295.5,301.5,1.36,7463
06/07/2017,300.0,298.5,300.3,1.69,114205
07/07/2017,303.9,300.05,303.9,1.3,37920
10/07/2017,301.0,300.0,305.0,-0.95,31636
11/07/2017,303.0,301.5,303.0,0.66,7088
12/07/2017,303.0,301.0,303.9,0.0,12600
13/07/2017,302.0,302.0,306.0,-0.33,24089
14/07/2017,298.0,298.0,302.0,-1.32,18293
17/07/2017,298.5,298.5,302.0,0.17,22859
18/07/2017,298.6,298.15,301.0,0.03,39505
19/07/2017,295.0,295.0,298.35,-1.21,8709
20/07/2017,290.0,290.0,291.2,-1.69,21747
21/07/2017,288.6,288.1,290.5,-0.48,61121
24/07/2017,290.0,288.5,293.0,0.49,15648
25/07/2017,292.0,291.0,298.45,0.69,1065
26/07/2017,296.5,296.0,297.0,1.54,383
27/07/2017,292.0,292.0,297.0,-1.52,19111
28/07/2017,293.0,292.0,295.5,0.34,9507
31/07/2017,290.0,290.0,295.0,-1.02,21659
01/08/2017,290.0,288.0,290.0,0.0,106957
02/08/2017,294.0,290.0,295.0,1.38,48945
03/08/2017,288.1,288.1,292.0,-2.01,290
04/08/2017,290.0,288.1,291.9,0.66,8945
07/08/2017,291.0,290.0,291.0,0.34,9485
08/08/2017,291.4,291.35,291.4,0.14,13628
09/08/2017,291.0,288.4,291.4,-0.14,104
10/08/2017,291.0,290.5,291.0,0.0,7393
11/08/2017,291.0,288.7,291.0,0.0,8143
15/08/2017,287.05,287.05,291.0,-1.36,6792
16/08/2017,290.8,290.8,290.9,1.31,7
17/08/2017,289.0,287.25,289.0,-0.62,4386
18/08/2017,287.1,287.1,287.15,-0.66,107
22/08/2017,286.5,286.5,290.7,-0.21,17645
23/08/2017,286.5,286.5,290.7,0.0,17645
24/08/2017,286.6,286.55,289.95,0.03,4331
25/08/2017,286.65,286.0,287.5,0.02,15450
28/08/2017,290.0,290.0,290.0,1.17,2
29/08/2017,286.1,286.0,290.0,-1.34,1335
30/08/2017,290.0,286.15,290.0,1.36,9494
31/08/2017,293.0,286.7,293.0,1.03,11277
04/09/2017,290.0,286.7,290.0,-1.02,14878
05/09/2017,290.5,290.5,290.5,0.17,100
06/09/2017,293.0,290.5,293.0,0.86,31610
07/09/2017,297.5,290.5,297.5,1.54,22342
08/09/2017,295.0,291.6,296.5,-0.84,22736
11/09/2017,305.05,299.0,305.05,3.41,59346
12/09/2017,310.0,305.0,310.0,1.62,134736
13/09/2017,306.55,306.0,308.0,-1.11,16836
14/09/2017,307.6,305.0,307.6,0.34,25631
15/09/2017,307.0,298.95,307.9,-0.2,59158
18/09/2017,304.25,297.1,304.25,-0.9,7272
19/09/2017,303.0,297.3,308.0,-0.41,3136
20/09/2017,297.0,297.0,298.0,-1.98,107
21/09/2017,295.0,291.05,298.5,-0.67,27620
25/09/2017,300.0,295.0,300.0,1.69,15099
26/09/2017,300.0,298.05,300.0,0.0,2050
27/09/2017,300.0,300.0,302.8,0.0,13203
28/09/2017,300.0,300.0,303.0,0.0,13288
29/09/2017,300.2,299.0,302.6,0.07,24739
02/10/2017,300.55,300.0,302.0,0.12,2600
03/10/2017,302.1,300.5,304.75,0.52,7376
04/10/2017,312.0,302.0,312.0,3.28,75940
05/10/2017,310.0,304.25,310.0,-0.64,34104
06/10/2017,310.0,304.1,310.0,0.0,12216
09/10/2017,309.0,305.0,310.0,-0.32,1756
10/10/2017,309.7,305.6,309.95,0.23,1575
11/10/2017,305.75,305.5,307.0,-1.28,10292
12/10/2017,306.05,305.55,306.05,0.1,24449
13/10/2017,309.0,304.0,309.0,0.96,12122
16/10/2017,304.0,304.0,305.0,-1.62,7545
17/10/2017,304.0,304.0,305.0,0.0,27281
18/10/2017,304.0,304.0,304.0,0.0,5000
19/10/2017,306.0,304.5,306.0,0.66,12560
20/10/2017,304.1,304.1,306.05,-0.62,58692
23/10/2017,304.0,304.0,304.15,-0.03,2855
24/10/2017,306.0,303.1,306.0,0.66,1481
25/10/2017,305.0,305.0,306.0,-0.33,75600
26/10/2017,303.0,303.0,303.05,-0.66,203
27/10/2017,305.0,300.0,305.0,0.66,44197
30/10/2017,300.0,300.0,300.75,-1.64,42019
31/10/2017,300.0,300.0,301.0,0.0,46351
01/11/2017,300.05,300.0,300.1,0.02,13259
02/11/2017,300.0,300.0,300.0,-0.02,4931
03/11/2017,304.6,300.0,304.6,1.53,19217
07/11/2017,302.1,302.1,302.5,-0.82,2632
08/11/2017,301.6,300.0,301.6,-0.17,8752
09/11/2017,307.0,300.15,307.0,1.79,10892
10/11/2017,309.8,300.0,300.0,0.91,43647
13/11/2017,310.0,305.0,312.0,0.06,24972
14/11/2017,306.0,306.0,306.05,-1.29,240
15/11/2017,306.0,306.0,306.05,0.0,240
16/11/2017,308.0,306.0,308.0,0.65,17052
17/11/2017,307.9,307.9,307.9,-0.03,2500
20/11/2017,306.0,306.0,308.0,-0.62,33402
21/11/2017,306.5,306.0,307.0,0.16,26250
22/11/2017,305.0,302.05,306.0,-0.49,60617
23/11/2017,305.0,302.05,306.0,0.0,60617
24/11/2017,303.0,302.2,303.0,-0.66,62898
27/11/2017,303.0,303.0,303.0,0.0,11238
28/11/2017,304.5,302.5,304.5,0.5,134
29/11/2017,304.0,302.6,304.0,-0.16,120
30/11/2017,303.5,303.1,303.5,-0.16,12535
04/12/2017,303.9,303.5,303.9,0.13,43145
05/12/2017,304.0,303.5,304.0,0.03,22000
06/12/2017,300.5,300.5,306.9,-1.15,11558
07/12/2017,301.0,300.5,306.0,0.17,15160
08/12/2017,301.0,300.5,301.0,0.0,10839
11/12/2017,301.05,295.0,303.9,0.02,20601
12/12/2017,303.0,331.0,303.0,0.65,11487
13/12/2017,300.1,300.1,302.95,-0.96,8979
14/12/2017,300.1,300.1,301.5,0.0,19272
15/12/2017,296.1,296.1,300.1,-1.33,73220
18/12/2017,295.1,295.1,300.05,-0.34,64023
19/12/2017,295.0,292.1,300.0,-0.03,11515
20/12/2017,294.0,293.1,299.0,-0.34,33126
21/12/2017,298.7,294.0,298.7,1.6,112808
22/12/2017,293.55,293.0,297.0,-1.72,29303
25/12/2017,290.0,290.0,290.0,-1.21,355
26/12/2017,294.0,293.1,300.0,0.0,7065
27/12/2017,294.3,293.25,294.9,0.1,67986
28/12/2017,294.8,294.0,299.95,0.17,209958
29/12/2017,294.0,293.2,295.0,-0.27,24314
02/01/2018,293.0,293.0,295.0,-0.34,11622
03/01/2018,289.9,266.0,295.0,-1.06,130393
04/01/2018,285.3,285.0,289.9,-1.59,751
05/01/2018,283.0,280.15,289.85,-0.81,159593
08/01/2018,285.4,291.75,291.75,0.85,49874
09/01/2018,287.0,285.6,289.75,0.56,10484
10/01/2018,286.65,285.7,290.0,-0.12,14903
12/01/2018,292.95,288.0,292.95,2.2,67245
15/01/2018,302.0,290.1,302.95,3.09,171050
16/01/2018,303.0,300.0,305.0,0.33,89262
17/01/2018,297.35,296.45,302.0,-1.86,44916
18/01/2018,297.3,297.1,298.0,-0.02,13597
19/01/2018,297.7,297.0,299.0,0.13,33950
22/01/2018,297.95,296.55,298.0,0.08,12955
23/01/2018,297.0,296.5,298.0,-0.32,24970
24/01/2018,297.6,297.55,298.0,0.2,55092
25/01/2018,297.6,297.55,298.0,0.0,17010
26/01/2018,297.0,296.25,297.6,-0.2,27117
29/01/2018,296.5,296.45,297.0,-0.17,46340
30/01/2018,294.0,294.0,296.45,-0.84,13663
31/01/2018,294.0,292.0,294.0,0.0,40579
01/02/2018,300.05,294.0,303.0,2.06,87337
02/02/2018,300.0,300.0,303.45,-0.02,49797
05/02/2018,298.0,295.25,298.0,-0.67,1116
06/02/2018,294.65,294.6,297.65,-1.12,5628
07/02/2018,295.3,294.75,297.95,0.22,30914
08/02/2018,296.0,295.05,297.9,0.24,11455
09/02/2018,299.0,295.1,299.0,1.01,23396
12/02/2018,296.5,295.25,296.5,-0.84,6372
13/02/2018,297.0,296.0,298.95,0.17,4075
14/02/2018,297.2,296.95,301.2,0.07,45388
15/02/2018,304.0,297.0,304.0,2.29,43878
16/02/2018,302.0,302.0,308.0,-0.66,57666
19/02/2018,301.95,300.6,304.9,-0.02,8306
20/02/2018,302.05,301.05,304.0,0.03,32806
21/02/2018,301.25,301.05,303.0,-0.26,4442
22/02/2018,303.0,301.55,303.0,0.58,12168
23/02/2018,303.0,302.15,303.8,0.0,19734
26/02/2018,300.0,300.0,300.3,-0.99,9680
27/02/2018,298.0,297.0,301.7,-0.67,40360
28/02/2018,297.55,297.0,299.0,-0.15,10190
01/03/2018,299.0,297.55,299.9,0.49,3294
02/03/2018,300.0,297.15,300.0,0.33,37389
05/03/2018,300.0,297.05,300.0,0.0,4896
06/03/2018,300.0,297.05,300.0,0.0,65979
07/03/2018,300.3,300.0,300.4,0.1,252274
08/03/2018,300.0,298.0,300.95,-0.1,44968
09/03/2018,302.9,300.0,303.0,0.97,76250
12/03/2018,300.5,300.0,303.6,-0.79,9506
13/03/2018,301.0,300.55,301.0,0.17,12253
14/03/2018,300.0,297.65,301.0,-0.33,16018
15/03/2018,300.0,297.05,301.0,0.0,17033
16/03/2018,299.95,298.2,300.0,-0.02,17806
19/03/2018,299.0,298.1,299.0,-0.32,6632
20/03/2018,299.5,298.1,299.5,0.17,4786
21/03/2018,291.45,290.2,298.0,-2.69,3743
22/03/2018,299.0,291.95,299.0,2.59,10806
23/03/2018,298.0,293.1,299.0,-0.33,19344
26/03/2018,297.9,294.05,298.0,-0.03,897
27/03/2018,294.15,294.15,295.1,-1.26,89274
28/03/2018,294.95,294.15,297.0,0.27,28072
29/03/2018,294.1,294.0,294.15,-0.29,366
30/03/2018,294.65,293.05,294.65,0.19,5056
02/04/2018,296.7,293.15,296.7,0.7,31523
03/04/2018,294.0,293.2,298.0,-0.91,39538
04/04/2018,294.95,293.15,297.35,0.32,5165
05/04/2018,294.0,294.0,294.55,-0.32,4325
06/04/2018,293.5,293.05,294.0,-0.17,5842
09/04/2018,292.0,291.05,293.5,-0.51,5700
10/04/2018,293.0,291.05,293.0,0.34,2531
11/04/2018,293.5,291.1,293.5,0.17,4639
12/04/2018,293.5,291.1,293.5,0.0,6012
13/04/2018,293.5,291.1,293.5,0.0,15329
16/04/2018,293.5,291.05,293.5,0.0,26920
17/04/2018,294.0,291.05,294.0,0.17,3747
18/04/2018,291.6,291.1,291.6,-0.82,4030
19/04/2018,295.0,291.65,295.0,1.17,10074
20/04/2018,295.5,292.05,295.5,0.17,6186
23/04/2018,292.0,292.0,292.0,-1.18,329
24/04/2018,295.0,292.25,295.0,1.03,8092
25/04/2018,292.25,292.25,292.25,-0.93,1961
26/04/2018,292.0,291.1,292.2,-0.09,60792
27/04/2018,295.0,292.05,295.0,1.03,42471
30/04/2018,293.5,291.15,295.0,-0.51,50272
02/05/2018,294.4,291.15,294.4,0.31,3939
03/05/2018,291.15,291.15,294.5,-1.1,1262
04/05/2018,291.2,291.15,291.2,0.02,7007
07/05/2018,293.95,291.05,293.95,0.94,11181
08/05/2018,291.35,291.1,293.95,-0.88,6066
09/05/2018,291.6,291.6,291.6,0.09,7158
10/05/2018,291.9,291.85,293.85,0.1,7921
11/05/2018,291.85,291.85,292.0,-0.02,15523
14/05/2018,291.9,291.8,292.0,0.02,7479
15/05/2018,291.5,291.0,292.05,-0.14,9396
16/05/2018,292.9,290.0,292.9,0.48,155388
17/05/2018,290.0,290.0,290.05,-0.99,13353
18/05/2018,290.0,290.0,290.0,0.0,20662
21/05/2018,290.0,290.0,290.0,0.0,21208
22/05/2018,290.0,290.0,290.0,0.0,27751
23/05/2018,290.0,290.0,291.0,0.0,7427
24/05/2018,290.0,290.0,291.0,0.0,816
25/05/2018,292.0,290.0,292.0,0.69,86144
28/05/2018,290.0,290.0,292.0,-0.68,3075
29/05/2018,290.0,290.0,290.2,0.0,8368
30/05/2018,290.0,290.0,290.15,0.0,14106
31/05/2018,290.5,290.0,290.5,0.17,77795
01/06/2018,291.0,290.05,291.0,0.17,21239
04/06/2018,290.0,290.0,290.05,-0.34,35265
05/06/2018,290.0,290.0,290.05,0.0,17047
06/06/2018,290.05,290.0,290.15,0.02,14806
07/06/2018,290.95,290.1,290.95,0.31,4949
08/06/2018,291.0,290.1,291.0,0.02,77745
11/06/2018,290.1,290.0,290.1,-0.31,6225
12/06/2018,290.05,290.0,290.5,-0.02,28048
13/06/2018,290.8,290.0,290.8,0.26,205832
14/06/2018,290.0,290.0,290.75,-0.28,21866
18/06/2018,289.0,288.0,290.0,-0.34,31602
19/06/2018,280.55,280.55,287.0,-2.92,4760
20/06/2018,285.5,285.0,289.35,1.76,1720
21/06/2018,285.0,285.0,286.0,-0.18,1006
22/06/2018,289.95,289.95,289.95,1.74,4661
25/06/2018,283.0,283.0,290.9,-0.16,846
26/06/2018,279.9,279.9,283.0,-1.1,6347
27/06/2018,277.0,277.0,282.0,-1.04,96448
28/06/2018,280.9,277.0,282.8,1.41,26669
29/06/2018,282.0,282.0,284.0,0.39,256008
02/07/2018,277.0,277.0,280.95,-1.77,11803
03/07/2018,272.05,272.05,277.0,-1.79,93856
04/07/2018,272.3,272.1,277.0,0.09,7475
05/07/2018,272.4,272.1,272.45,0.04,7475
06/07/2018,276.0,273.0,280.0,1.32,28774
09/07/2018,278.0,272.3,285.45,0.72,3526
10/07/2018,273.5,273.5,285.0,-1.62,5677
11/07/2018,276.5,273.0,276.5,1.1,9141
12/07/2018,272.0,272.0,273.05,-1.63,12017
13/07/2018,269.5,269.5,272.0,-0.92,13549
16/07/2018,269.5,266.1,269.5,0.0,3364
17/07/2018,265.0,265.0,270.0,-1.67,5652
18/07/2018,262.0,262.0,265.0,-1.13,10194
19/07/2018,262.1,262.1,269.5,0.04,58042
20/07/2018,265.0,264.0,266.0,1.11,104679
23/07/2018,270.05,264.0,270.05,1.91,8663
24/07/2018,272.0,270.15,276.0,0.72,56813
25/07/2018,270.05,270.05,273.0,-0.72,40186
26/07/2018,275.0,271.55,279.8,1.83,105088
27/07/2018,279.95,278.9,283.0,1.8,46300
31/07/2018,285.55,277.5,285.55,2.0,38229
01/08/2018,285.35,281.0,288.0,-0.07,551
02/08/2018,284.9,284.9,285.0,-0.16,6660
03/08/2018,276.4,276.4,282.0,-2.98,2072
06/08/2018,279.0,275.1,279.0,0.94,15445
07/08/2018,276.8,276.8,283.7,-0.79,16145
08/08/2018,274.0,274.0,275.5,-1.01,484
09/08/2018,274.0,274.0,275.5,0.0,484
10/08/2018,274.15,274.0,279.0,0.05,3400
13/08/2018,267.0,267.0,274.3,-2.61,2415
15/08/2018,272.2,270.15,275.0,1.95,2402
16/08/2018,270.15,270.1,275.0,-0.75,3245
17/08/2018,270.3,270.25,271.0,0.06,8892
24/08/2018,270.3,270.25,271.0,0.0,8892
27/08/2018,270.3,270.3,270.3,0.0,70
28/08/2018,270.0,268.05,270.3,-0.11,15947
29/08/2018,270.0,270.0,270.0,0.0,16950
30/08/2018,270.0,267.65,270.0,0.0,15010
31/08/2018,268.0,267.55,270.0,-0.74,19681
03/09/2018,265.0,265.0,269.0,-1.12,12681
04/09/2018,264.5,260.25,267.0,-0.19,26890
05/09/2018,263.0,260.2,263.0,-0.57,4628
06/09/2018,262.0,262.0,263.1,-0.38,48323
07/09/2018,258.5,258.5,268.7,-1.34,113393
10/09/2018,261.0,261.0,261.0,-0.38,10060
12/09/2018,261.0,260.0,263.95,0.0,29510
13/09/2018,266.85,261.1,266.85,2.24,17713
14/09/2018,263.55,262.5,264.0,-1.24,48948
17/09/2018,264.0,262.05,264.0,0.17,35618
18/09/2018,264.0,263.8,267.95,0.0,64840
19/09/2018,263.95,260.05,267.0,-0.02,3620
20/09/2018,266.9,266.0,266.9,1.12,21364
21/09/2018,268.0,266.0,273.5,0.41,153928
24/09/2018,264.0,264.0,264.0,-1.49,45
25/09/2018,274.85,265.05,274.85,4.11,89979
26/09/2018,275.0,272.05,276.0,0.05,6284
27/09/2018,280.05,272.5,280.05,1.84,45343
28/09/2018,279.0,272.1,280.0,-0.37,476772
01/10/2018,270.0,270.0,280.0,-3.23,3499
02/10/2018,278.0,269.5,278.0,2.96,2946
03/10/2018,276.65,276.65,276.65,-0.49,1
04/10/2018,271.4,271.4,275.0,-1.9,2021
05/10/2018,272.5,270.1,272.5,0.41,1620
08/10/2018,271.5,271.5,272.5,-0.37,316
09/10/2018,275.0,270.0,275.0,1.29,3746
10/10/2018,270.05,270.0,271.0,-1.8,22055
11/10/2018,270.05,270.0,270.05,0.0,1703
12/10/2018,270.05,266.0,271.0,0.0,43695
15/10/2018,270.0,266.05,270.0,-0.02,6782
16/10/2018,275.0,270.0,275.0,1.85,54096
17/10/2018,270.05,270.0,274.75,-1.8,32275
18/10/2018,270.25,268.1,274.0,0.07,24271
19/10/2018,273.7,268.45,273.7,1.28,8778
22/10/2018,272.1,270.2,275.0,-0.58,69326
23/10/2018,273.05,272.3,274.5,0.35,20322
24/10/2018,272.1,272.1,273.05,-0.35,16185
25/10/2018,272.3,272.3,272.3,0.07,8260
26/10/2018,271.05,270.35,274.95,-0.46,3336
29/10/2018,271.0,271.0,271.0,-0.48,67
30/10/2018,268.0,266.45,271.0,-1.11,37038
31/10/2018,271.5,268.5,271.5,1.31,263880
01/11/2018,266.4,266.4,271.5,-1.88,3066
02/11/2018,269.0,269.0,269.0,0.98,3151
05/11/2018,266.2,266.2,272.95,-0.08,65
07/11/2018,270.05,266.85,271.95,1.45,5124
08/11/2018,271.05,265.0,267.25,0.37,24236
09/11/2018,272.45,267.05,272.8,0.52,399
12/11/2018,268.0,266.3,270.0,-1.63,9859
13/11/2018,271.95,269.0,271.95,1.47,8193
14/11/2018,270.0,269.05,272.9,-0.72,10115
15/11/2018,271.0,268.25,271.0,0.37,78132
16/11/2018,271.05,268.15,271.05,0.02,24264
19/11/2018,272.0,268.25,272.0,0.35,5618
22/11/2018,272.0,270.0,272.0,0.0,10900
23/11/2018,273.5,270.05,273.5,0.55,17318
26/11/2018,275.0,270.25,275.0,0.55,3681
27/11/2018,278.0,272.6,278.0,1.09,21863
28/11/2018,281.0,277.95,281.0,1.08,51895
29/11/2018,282.0,275.05,283.7,0.36,27775
30/11/2018,285.0,278.5,285.0,1.06,72714
03/12/2018,281.15,280.0,285.0,-1.35,9065
04/12/2018,285.0,278.15,285.0,1.37,7595
05/12/2018,284.0,282.15,284.4,-0.35,665
06/12/2018,283.0,278.0,284.95,-0.35,428450
07/12/2018,275.1,275.1,280.0,-2.79,24638
10/12/2018,284.0,275.05,284.0,3.24,554481
11/12/2018,282.5,275.8,282.5,-0.53,50854
12/12/2018,277.05,276.75,282.5,-1.93,14090
13/12/2018,276.1,275.25,276.1,-0.34,1059
14/12/2018,273.0,273.0,279.4,-1.12,29290
17/12/2018,275.0,271.0,275.0,0.73,5130
18/12/2018,274.1,272.0,274.1,-0.33,1726
19/12/2018,277.0,277.0,277.0,1.06,2400
20/12/2018,274.1,274.05,274.15,-1.05,9799
21/12/2018,279.0,270.05,279.0,1.79,69137
24/12/2018,275.0,272.65,275.0,-1.43,870
25/12/2018,279.0,275.0,277.0,1.45,310425
26/12/2018,277.0,275.0,280.0,0.73,348355
27/12/2018,279.9,275.45,280.0,1.05,194998
28/12/2018,280.0,276.15,280.1,0.04,341321
31/12/2018,280.0,274.6,280.0,0.0,249269
02/01/2019,281.8,276.05,281.8,0.64,344179
03/01/2019,277.0,276.7,280.0,-1.7,87785
04/01/2019,279.0,276.75,279.0,0.72,19520
07/01/2019,278.0,276.95,279.05,-0.36,17982
08/01/2019,275.1,275.1,277.0,-1.04,11371
09/01/2019,275.3,275.2,275.3,0.07,19118
10/01/2019,274.15,274.15,276.0,-0.42,39278
14/01/2019,270.6,270.45,274.15,-1.29,20536
15/01/2019,274.0,270.8,274.0,1.26,5246
16/01/2019,271.55,271.1,271.6,-0.89,5301
17/01/2019,273.0,271.55,273.0,0.53,3566
18/01/2019,275.0,272.4,278.0,0.73,64082
21/01/2019,273.3,273.2,273.3,-0.62,8274
22/01/2019,273.95,271.6,273.95,0.24,5402
23/01/2019,273.8,272.2,273.8,-0.05,16686
24/01/2019,273.8,272.25,275.0,0.0,18063
25/01/2019,275.0,272.0,277.0,0.44,29533
28/01/2019,275.0,272.4,276.0,0.0,10258
29/01/2019,275.0,273.5,277.0,0.0,29060
30/01/2019,274.1,274.1,276.95,-0.33,19115
31/01/2019,275.0,274.45,276.9,0.33,40589
01/02/2019,275.05,274.5,275.1,0.02,44711
04/02/2019,274.5,274.05,275.0,-0.2,4400
05/02/2019,275.0,274.2,275.0,0.18,26188
06/02/2019,275.9,274.3,275.95,0.33,38668
07/02/2019,275.0,274.25,275.0,-0.33,10935
08/02/2019,275.0,274.2,275.9,0.0,117922
11/02/2019,275.9,274.55,275.9,0.33,29508
12/02/2019,277.0,274.55,277.0,0.4,35968
13/02/2019,275.8,275.0,275.8,-0.43,9398
14/02/2019,277.4,274.8,277.95,0.58,127909
15/02/2019,275.6,275.45,277.0,-0.65,135402
18/02/2019,275.0,274.05,276.0,-0.22,28162
19/02/2019,275.0,274.2,275.5,0.0,28782
20/02/2019,274.0,274.0,275.4,-0.36,130809
21/02/2019,270.0,270.0,274.5,-1.46,2469
22/02/2019,273.95,270.15,273.95,1.46,19507
25/02/2019,270.3,270.3,270.45,-1.33,3679
26/02/2019,272.6,266.0,272.6,0.85,3490
27/02/2019,266.5,266.0,272.75,-2.24,2626
28/02/2019,267.0,267.0,268.0,0.19,26655
01/03/2019,274.9,266.5,274.9,2.96,10521
04/03/2019,270.0,268.0,274.75,-1.78,6875
05/03/2019,269.95,266.35,270.0,-0.02,4582
06/03/2019,270.0,267.05,270.0,0.02,6461
07/03/2019,266.6,266.55,267.05,-1.26,1633
08/03/2019,267.0,267.0,269.8,0.15,13529
11/03/2019,267.0,266.65,267.3,0.0,1725
12/03/2019,269.9,266.55,269.9,1.09,8606
13/03/2019,250.0,266.55,269.9,-7.37,8606
14/03/2019,265.0,265.0,269.7,-1.82,58562
15/03/2019,265.0,265.0,265.5,0.0,24719
18/03/2019,265.0,265.0,265.0,0.0,3248
19/03/2019,268.0,265.0,268.0,1.13,7444
20/03/2019,265.0,265.0,268.0,-1.12,8850
21/03/2019,265.0,264.8,265.0,0.0,24870
22/03/2019,267.0,265.0,268.0,0.75,39204
25/03/2019,267.0,267.0,268.0,0.0,8832
26/03/2019,267.0,265.0,267.0,0.0,2801
27/03/2019,266.6,265.0,266.6,-0.15,24880
28/03/2019,266.0,265.1,267.0,-0.23,38705
29/03/2019,266.0,266.0,266.0,0.0,62948
01/04/2019,267.8,266.55,267.8,0.68,889
02/04/2019,267.9,265.0,267.9,0.04,12394
03/04/2019,265.0,265.0,266.0,-1.08,824
04/04/2019,265.0,265.0,265.0,0.0,6737
05/04/2019,265.2,265.0,266.0,0.08,49426
08/04/2019,267.0,265.25,267.0,0.68,336
09/04/2019,266.0,265.05,266.0,-0.37,9536
10/04/2019,266.0,265.05,266.0,0.0,2954
11/04/2019,266.0,265.0,266.0,0.0,6116
12/04/2019,265.0,265.0,267.0,-0.38,9305
15/04/2019,265.5,264.15,265.5,0.19,33783
16/04/2019,265.5,264.5,265.5,0.0,39857
17/04/2019,266.0,264.2,266.0,0.19,79583
18/04/2019,265.9,265.25,265.95,-0.04,79712
19/04/2019,266.0,265.55,267.0,0.04,80854
22/04/2019,267.0,265.7,267.0,0.38,3020
23/04/2019,265.0,265.0,267.0,-0.75,51954
24/04/2019,265.0,265.0,266.5,0.0,26001
